ID,Institution,OpenAlexInstitutionID,Country,Type,NormName,Topic
3496,University of Wisconsin–La Crosse,https://openalex.org/I4657992,US,education,university of wisconsinla crosse,Renewable_Energy_General
3497,Hammersmith Hospital,https://openalex.org/I2801748203,GB,healthcare,hammersmith hospital,Wind_Energy_Impacts
3498,Xinjiang Institute of Ecology and Geography,https://openalex.org/I4210103115,CN,funder,xinjiang institute of ecology and geography,Solar_Biomass_Production
3499,Zoos Victoria,https://openalex.org/I4210129502,AU,archive,zoos victoria,Wind_Energy_Impacts
3500,Oil Crops Research Institute,https://openalex.org/I4210142396,CN,facility,oil crops research institute,Renewable_Energy_General
3501,Université Libre de Bruxelles,https://openalex.org/I132053463,BE,funder,université libre de bruxelles,Solar_Biomass_Production
3502,Fundación Ciencias Exactas y Naturales,https://openalex.org/I53241121,AR,nonprofit,fundación ciencias exactas y naturales,Renewable_Energy_General
3503,Endangered Wildlife Trust,https://openalex.org/I47658575,ZA,nonprofit,endangered wildlife trust,Renewable_Energy_General
3504,Physiologie de la Nutrition et du Comportement Alimentaire,https://openalex.org/I4210134531,FR,facility,physiologie de la nutrition et du comportement alimentaire,Renewable_Energy_General
3505,HLS Research (United States),https://openalex.org/I4210152334,US,company,hls research united states,Wind_Energy_Impacts
3506,CEA Paris-Saclay,https://openalex.org/I4210128565,FR,government,cea paris-saclay,Renewable_Energy_General
3507,Beltsville Agricultural Research Center,https://openalex.org/I4210125976,US,facility,beltsville agricultural research center,Renewable_Energy_General
3508,Government of Nunavut,https://openalex.org/I4210140587,CA,government,government of nunavut,Wind_Energy_Impacts
3509,Science and Technology Facilities Council,https://openalex.org/I162524378,GB,government,science and technology facilities council,Wind_Energy_Impacts
3510,Chartered Institution of Water and Environmental Management,https://openalex.org/I4210157057,GB,nonprofit,chartered institution of water and environmental management,Renewable_Energy_General
3511,Kenyon College,https://openalex.org/I166972335,US,funder,kenyon college,Renewable_Energy_General
3512,Brigham and Women's Hospital,https://openalex.org/I1283280774,US,healthcare,brigham and womens hospital,Renewable_Energy_General
3513,John Carroll University,https://openalex.org/I183716014,US,funder,john carroll university,Wind_Energy_Impacts
3514,Mykolas Romeris University,https://openalex.org/I146583814,LT,education,mykolas romeris university,Renewable_Energy_General
3515,Bolivian Forest Research Institute,https://openalex.org/I4210124494,BO,nonprofit,bolivian forest research institute,Renewable_Energy_General
3516,Nanjing Normal University,https://openalex.org/I152031979,CN,funder,nanjing normal university,Renewable_Energy_General
3517,Institute of Criminology,https://openalex.org/I4210149655,SI,facility,institute of criminology,Unknown
3518,Quaternary Research Association,https://openalex.org/I4210159427,GB,other,quaternary research association,Unknown
3519,Alaska Biological Research (United States),https://openalex.org/I4210154462,US,company,alaska biological research united states,Unknown
3520,"Interdisciplinary Research Centre for Technology, Work and Culture",https://openalex.org/I4210144701,AT,nonprofit,interdisciplinary research centre for technology work and culture,Unknown
3521,Badji Mokhtar-Annaba University,https://openalex.org/I108754898,DZ,education,badji mokhtar-annaba university,Solar_Biomass_Production
3522,"Minnesota State University, Mankato",https://openalex.org/I152014189,US,education,minnesota state university mankato,Wind_Energy_Impacts
3523,Forest Stewards Guild,https://openalex.org/I4210145283,US,nonprofit,forest stewards guild,Renewable_Energy_General
3524,The Peregrine Fund,https://openalex.org/I4387153420,,nonprofit,the peregrine fund,Wind_Energy_Impacts
3525,Jewish Hospital,https://openalex.org/I7287704,US,healthcare,jewish hospital,Hydropower_Aquatic
3526,INTECS (Italy),https://openalex.org/I4210138145,IT,company,intecs italy,Unknown
3527,Thammasat University,https://openalex.org/I108108428,TH,funder,thammasat university,Renewable_Energy_General
3528,Patton State Hospital,https://openalex.org/I2799431839,US,healthcare,patton state hospital,Renewable_Energy_General
3529,Resource (United States),https://openalex.org/I4210088803,US,company,resource united states,Renewable_Energy_General
3530,Groupe d’Etude des Cétacés du Cotentin,https://openalex.org/I4210154529,FR,nonprofit,groupe detude des cétacés du cotentin,Unknown
3531,Federico II University Hospital,https://openalex.org/I4210117450,IT,healthcare,federico ii university hospital,Renewable_Energy_General
3532,Ayub Agriculture Research Institute,https://openalex.org/I4210110596,PK,government,ayub agriculture research institute,Solar_Biomass_Production
3533,"Instituto Federal de Educação, Ciência e Tecnologia do Triângulo Mineiro",https://openalex.org/I4210092444,BR,education,instituto federal de educação ciência e tecnologia do triângulo mineiro,Hydropower_Aquatic
3534,Powerchina Huadong Engineering Corporation (China),https://openalex.org/I4210142192,CN,funder,powerchina huadong engineering corporation china,Hydropower_Aquatic
3535,Piedmont Athens Regional,https://openalex.org/I1292197403,US,healthcare,piedmont athens regional,Solar_Biomass_Production
3536,R.M.D. Engineering College,https://openalex.org/I4387154816,,education,rmd engineering college,Unknown
3537,Institute for Social and Economic Research,https://openalex.org/I4210135161,GB,facility,institute for social and economic research,Unknown
3538,University of Huddersfield,https://openalex.org/I133837150,GB,funder,university of huddersfield,Renewable_Energy_General
3539,Temple University,https://openalex.org/I84392919,US,funder,temple university,Renewable_Energy_General
3540,Booz Allen Hamilton (United States),https://openalex.org/I1322124587,US,funder,booz allen hamilton united states,Renewable_Energy_General
3541,Forschungsinstitut für Bergbaufolgelandschaften,https://openalex.org/I4210110468,DE,facility,forschungsinstitut für bergbaufolgelandschaften,Unknown
3542,Rostocker Zentrum zur Erforschung des Demografischen Wandels,https://openalex.org/I4210089912,DE,facility,rostocker zentrum zur erforschung des demografischen wandels,Wind_Energy_Impacts
3543,Rural Development Administration,https://openalex.org/I2800443534,KR,government,rural development administration,Unknown
3544,University of New Hampshire at Manchester,https://openalex.org/I179093154,US,education,university of new hampshire at manchester,Wind_Energy_Impacts
3545,Brno University of Technology,https://openalex.org/I60587646,CZ,funder,brno university of technology,Renewable_Energy_General
3546,King Abdulaziz City for Science and Technology,https://openalex.org/I1284598098,SA,funder,king abdulaziz city for science and technology,Renewable_Energy_General
3547,Xinyang Normal University,https://openalex.org/I130750295,CN,funder,xinyang normal university,Renewable_Energy_General
3548,Avenir Health,https://openalex.org/I4210163881,US,nonprofit,avenir health,Unknown
3549,Universidad Estatal Península de Santa Elena,https://openalex.org/I3133194271,EC,education,universidad estatal península de santa elena,Renewable_Energy_General
3550,Ulsan National Institute of Science and Technology,https://openalex.org/I48566637,KR,funder,ulsan national institute of science and technology,Solar_Biomass_Production
3551,Akademie für Technikfolgenabschätzung,https://openalex.org/I4210105721,DE,education,akademie für technikfolgenabschätzung,Renewable_Energy_General
3552,National Research University Higher School of Economics,https://openalex.org/I118501908,RU,funder,national research university higher school of economics,Renewable_Energy_General
3553,Swinburne University of Technology Sarawak Campus,https://openalex.org/I96413208,MY,education,swinburne university of technology sarawak campus,Solar_Biomass_Production
3554,Central Research Institute of Epidemiology,https://openalex.org/I4210108994,RU,facility,central research institute of epidemiology,Land_Use_Bioenergy
3555,University of Atlántico,https://openalex.org/I274899335,CO,funder,university of atlántico,Hydropower_Aquatic
3556,Lishui Academy of Forestry,https://openalex.org/I4210164951,CN,government,lishui academy of forestry,Renewable_Energy_General
3557,China Institute of Water Resources and Hydropower Research,https://openalex.org/I4210092032,CN,funder,china institute of water resources and hydropower research,Renewable_Energy_General
3558,National Agricultural Research Foundation,https://openalex.org/I4210147215,GR,funder,national agricultural research foundation,Renewable_Energy_General
3559,Technical University of Malaysia Malacca,https://openalex.org/I32589535,MY,funder,technical university of malaysia malacca,Renewable_Energy_General
3560,Lovely Professional University,https://openalex.org/I110360157,IN,funder,lovely professional university,Renewable_Energy_General
3561,National Research Foundation,https://openalex.org/I866804994,ZA,nonprofit,national research foundation,Renewable_Energy_General
3562,Écologie Fonctionnelle et Écotoxicologie des Agroécosystèmes,https://openalex.org/I4210108708,FR,facility,écologie fonctionnelle et écotoxicologie des agroécosystèmes,Renewable_Energy_General
3563,Mirpur University of Science and Technology,https://openalex.org/I69716792,PK,education,mirpur university of science and technology,Wind_Energy_Impacts
3564,Ministry of Natural Resources,https://openalex.org/I211433327,CN,government,ministry of natural resources,Renewable_Energy_General
3565,Jackson State University,https://openalex.org/I61937129,US,funder,jackson state university,Renewable_Energy_General
3566,Finland University,https://openalex.org/I4210107997,FI,education,finland university,Renewable_Energy_General
3567,University of Cyprus,https://openalex.org/I34771391,CY,funder,university of cyprus,Renewable_Energy_General
3568,Laboratoire Animal et Agroécosystèmes,https://openalex.org/I4210124901,FR,facility,laboratoire animal et agroécosystèmes,Solar_Biomass_Production
3569,Volkswagen Group (Germany),https://openalex.org/I1319473763,DE,funder,volkswagen group germany,Renewable_Energy_General
3570,Seokyeong University,https://openalex.org/I55188197,KR,funder,seokyeong university,Renewable_Energy_General
3571,Instituto Federal do Paraná,https://openalex.org/I224309722,BR,education,instituto federal do paraná,Solar_Biomass_Production
3572,Yalova University,https://openalex.org/I40790370,TR,funder,yalova university,Renewable_Energy_General
3573,Afyon Kocatepe University,https://openalex.org/I52407163,TR,education,afyon kocatepe university,Renewable_Energy_General
3574,Center for Systems Biology,https://openalex.org/I4210155419,US,facility,center for systems biology,Solar_Biomass_Production
3575,Universidad Católica de la Santísima Concepción,https://openalex.org/I38685851,CL,funder,universidad católica de la santísima concepción,Hydropower_Aquatic
3576,National Defence University of Warsaw,https://openalex.org/I4210118301,PL,education,national defence university of warsaw,Unknown
3577,Center for Policy Analysis,https://openalex.org/I4210167432,US,nonprofit,center for policy analysis,Renewable_Energy_General
3578,Nanjing Institute of Geography and Limnology,https://openalex.org/I4210134482,CN,funder,nanjing institute of geography and limnology,Renewable_Energy_General
3579,University of Agriculture in Krakow,https://openalex.org/I3019092743,PL,funder,university of agriculture in krakow,Hydropower_Aquatic
3580,Lourdes Hospital,https://openalex.org/I4210141890,US,healthcare,lourdes hospital,Renewable_Energy_General
3581,Pennington Biomedical Research Center,https://openalex.org/I103990859,US,facility,pennington biomedical research center,Renewable_Energy_General
3582,Mt. Hood Community College,https://openalex.org/I152859606,US,education,mt hood community college,Renewable_Energy_General
3583,Ecological Consulting (Czechia),https://openalex.org/I4210133605,CZ,company,ecological consulting czechia,Wind_Energy_Impacts
3584,Nova Institut,https://openalex.org/I4210115497,DE,facility,nova institut,Renewable_Energy_General
3585,Stinger Ghaffarian Technologies (United States),https://openalex.org/I4210112445,US,company,stinger ghaffarian technologies united states,Hydropower_Aquatic
3586,Universidade Tecnológica Federal do Paraná,https://openalex.org/I1283613182,BR,funder,universidade tecnológica federal do paraná,Renewable_Energy_General
3587,Ahmadu Bello University,https://openalex.org/I12789410,NG,funder,ahmadu bello university,Wind_Energy_Impacts
3588,Instituto de Investigaciones Agropecuarias,https://openalex.org/I4210087103,CL,facility,instituto de investigaciones agropecuarias,Unknown
3589,Aerospace Research Institute of Materials and Processing Technology,https://openalex.org/I4210127012,CN,facility,aerospace research institute of materials and processing technology,Solar_Biomass_Production
3590,Novartis Foundation,https://openalex.org/I51153154,CH,nonprofit,novartis foundation,Renewable_Energy_General
3591,Palacký University Olomouc,https://openalex.org/I70703428,CZ,funder,palacký university olomouc,Renewable_Energy_General
3592,National Institute of Technology Agartala,https://openalex.org/I196486160,IN,funder,national institute of technology agartala,Renewable_Energy_General
3593,Henan Agricultural University,https://openalex.org/I4750791,CN,funder,henan agricultural university,Renewable_Energy_General
3594,Konkuk University,https://openalex.org/I24062138,KR,funder,konkuk university,Renewable_Energy_General
3595,Universidad Autónoma Metropolitana,https://openalex.org/I200362191,MX,funder,universidad autónoma metropolitana,Renewable_Energy_General
3596,Cairo University,https://openalex.org/I145487455,EG,funder,cairo university,Renewable_Energy_General
3597,Strategic Analysis (United States),https://openalex.org/I4210162857,US,company,strategic analysis united states,Renewable_Energy_General
3598,MACOM (United States),https://openalex.org/I1328728281,US,company,macom united states,Renewable_Energy_General
3599,Noorul Islam University,https://openalex.org/I96797292,IN,education,noorul islam university,Renewable_Energy_General
3600,Shandong Academy of Agricultural Sciences,https://openalex.org/I4210106325,CN,education,shandong academy of agricultural sciences,Renewable_Energy_General
3601,Office of Energy Efficiency and Renewable Energy,https://openalex.org/I2800842121,US,government,office of energy efficiency and renewable energy,Renewable_Energy_General
3602,Centro de Estudos em Geografia e Ordenamento do Territorio,https://openalex.org/I4210098910,PT,facility,centro de estudos em geografia e ordenamento do territorio,Renewable_Energy_General
3603,Bharat Petroleum (India),https://openalex.org/I125565006,IN,company,bharat petroleum india,Renewable_Energy_General
3604,Charité - Universitätsmedizin Berlin,https://openalex.org/I7877124,DE,healthcare,charité - universitätsmedizin berlin,Renewable_Energy_General
3605,Dongbei University of Finance and Economics,https://openalex.org/I130480701,CN,education,dongbei university of finance and economics,Renewable_Energy_General
3606,Witzenhausen-Institut (Germany),https://openalex.org/I4210146369,DE,company,witzenhausen-institut germany,Unknown
3607,Centre de Recherche et d’Enseignement de Géosciences de l’Environnement,https://openalex.org/I4210104942,FR,facility,centre de recherche et denseignement de géosciences de lenvironnement,Hydropower_Aquatic
3608,Regione Emilia-Romagna,https://openalex.org/I4387155140,,government,regione emilia-romagna,Renewable_Energy_General
3609,Severn Trent (United Kingdom),https://openalex.org/I4210114141,GB,company,severn trent united kingdom,Hydropower_Aquatic
3610,The Wildlife Society,https://openalex.org/I1325642587,US,nonprofit,the wildlife society,Renewable_Energy_General
3611,Université de Yaoundé I,https://openalex.org/I1331070479,CM,education,université de yaoundé i,Solar_Biomass_Production
3612,National School of Political Science and Public Administration,https://openalex.org/I135790613,RO,education,national school of political science and public administration,Renewable_Energy_General
3613,Nnamdi Azikiwe University,https://openalex.org/I207227095,NG,education,nnamdi azikiwe university,Renewable_Energy_General
3614,Universiti Malaysia Sarawak,https://openalex.org/I41461413,MY,funder,universiti malaysia sarawak,Renewable_Energy_General
3615,CAS Key Laboratory of Urban Pollutant Conversion,https://openalex.org/I4210124140,CN,facility,cas key laboratory of urban pollutant conversion,Renewable_Energy_General
3616,University of the West of Scotland,https://openalex.org/I868834043,GB,funder,university of the west of scotland,Renewable_Energy_General
3617,Łukasiewicz Research Network - Automotive Industry Institute,https://openalex.org/I4210116450,PL,facility,łukasiewicz research network - automotive industry institute,Renewable_Energy_General
3618,South China Agricultural University,https://openalex.org/I101479585,CN,funder,south china agricultural university,Renewable_Energy_General
3619,Treeze (Switzerland),https://openalex.org/I4210133823,CH,company,treeze switzerland,Solar_Biomass_Production
3620,Institute for Environmental Management,https://openalex.org/I4210103231,US,nonprofit,institute for environmental management,Renewable_Energy_General
3621,Statistics Sweden,https://openalex.org/I1279596006,SE,government,statistics sweden,Renewable_Energy_General
3622,Instituto Chico Mendes de Conservação da Biodiversidade,https://openalex.org/I4210139426,BR,government,instituto chico mendes de conservação da biodiversidade,Renewable_Energy_General
3623,Universidad del Norte,https://openalex.org/I142879360,CO,funder,universidad del norte,Renewable_Energy_General
3624,The Small Earth Nepal,https://openalex.org/I4400008909,,nonprofit,the small earth nepal,Renewable_Energy_General
3625,Indian Oil Corporation (India),https://openalex.org/I173709673,IN,company,indian oil corporation india,Renewable_Energy_General
3626,Arizona Geological Survey,https://openalex.org/I114681415,US,nonprofit,arizona geological survey,Renewable_Energy_General
3627,Addis Ababa University,https://openalex.org/I4537092,ET,funder,addis ababa university,Renewable_Energy_General
3628,CABI Switzerland,https://openalex.org/I4210166801,CH,nonprofit,cabi switzerland,Renewable_Energy_General
3629,National University of Tucumán,https://openalex.org/I127019355,AR,funder,national university of tucumán,Renewable_Energy_General
3630,Sherwin Williams (United States),https://openalex.org/I4210112717,US,company,sherwin williams united states,Renewable_Energy_General
3631,Natural History Museum of Denmark,https://openalex.org/I4387152471,DK,funder,natural history museum of denmark,Renewable_Energy_General
3632,"Physiologie, Ecologie et Environnement",https://openalex.org/I4210097444,FR,facility,physiologie ecologie et environnement,Solar_Biomass_Production
3633,Beijing Municipal Ecological and Environmental Monitoring Center,https://openalex.org/I4210123392,CN,other,beijing municipal ecological and environmental monitoring center,Unknown
3634,Old Dominion University,https://openalex.org/I81365321,US,funder,old dominion university,Renewable_Energy_General
3635,Offenburg University of Applied Sciences,https://openalex.org/I913140155,DE,education,offenburg university of applied sciences,Renewable_Energy_General
3636,"Agency for Science, Technology and Research",https://openalex.org/I115228651,SG,government,agency for science technology and research,Solar_Biomass_Production
3637,University of Sadat City,https://openalex.org/I338016083,EG,education,university of sadat city,Renewable_Energy_General
3638,Morton Arboretum,https://openalex.org/I2801669685,US,archive,morton arboretum,Renewable_Energy_General
3639,Riga Technical University,https://openalex.org/I201787326,LV,funder,riga technical university,Renewable_Energy_General
3640,Niger Delta University,https://openalex.org/I147765412,NG,education,niger delta university,Hydropower_Aquatic
3641,Ellen MacArthur Foundation,https://openalex.org/I4210114563,GB,other,ellen macarthur foundation,Wind_Energy_Impacts
3642,Institute for Advanced Energy Technologies,https://openalex.org/I4210147709,IT,facility,institute for advanced energy technologies,Renewable_Energy_General
3643,Division of Human Resource Management,https://openalex.org/I4210153428,US,government,division of human resource management,Renewable_Energy_General
3644,National Academy of Agricultural Science,https://openalex.org/I4210131629,KR,funder,national academy of agricultural science,Renewable_Energy_General
3645,Institute of Materials Research and Engineering,https://openalex.org/I4210123095,SG,funder,institute of materials research and engineering,Solar_Biomass_Production
3646,International Development Research Centre,https://openalex.org/I1289142772,CA,government,international development research centre,Unknown
3647,Universitat Ramon Llull,https://openalex.org/I5593406,ES,funder,universitat ramon llull,Renewable_Energy_General
3648,Saudi Aramco (Saudi Arabia),https://openalex.org/I4210143841,SA,funder,saudi aramco saudi arabia,Solar_Biomass_Production
3649,ECT Oekotoxikologie (Germany),https://openalex.org/I4210135882,DE,company,ect oekotoxikologie germany,Unknown
3650,"Chinese University of Hong Kong, Shenzhen",https://openalex.org/I4210116924,CN,education,chinese university of hong kong shenzhen,Renewable_Energy_General
3651,Imperial Valley College,https://openalex.org/I2802000487,US,education,imperial valley college,Hydropower_Aquatic
3652,Centre de sociologie de l'innovation,https://openalex.org/I4210090425,FR,facility,centre de sociologie de linnovation,Renewable_Energy_General
3653,Defence Science and Technology Group,https://openalex.org/I1303474014,AU,government,defence science and technology group,Solar_Biomass_Production
3654,Ambiente Italia (Italy),https://openalex.org/I4210109505,IT,company,ambiente italia italy,Solar_Biomass_Production
3655,"Organizzazione per la Tutela Forestale, Ambientale e Agroalimentare",https://openalex.org/I4210151963,IT,government,organizzazione per la tutela forestale ambientale e agroalimentare,Renewable_Energy_General
3656,University of the Ryukyus,https://openalex.org/I32915989,JP,funder,university of the ryukyus,Renewable_Energy_General
3657,Prince Mohammad bin Fahd University,https://openalex.org/I138564716,SA,funder,prince mohammad bin fahd university,Hydropower_Aquatic
3658,Capital University,https://openalex.org/I139787848,US,education,capital university,Hydropower_Aquatic
3659,Radar (United States),https://openalex.org/I4210145244,US,company,radar united states,Renewable_Energy_General
3660,Children's Nutrition Research Center at Baylor College of Medicine,https://openalex.org/I4210141908,US,government,childrens nutrition research center at baylor college of medicine,Solar_Biomass_Production
3661,King Mongkut's University of Technology North Bangkok,https://openalex.org/I82828225,TH,funder,king mongkuts university of technology north bangkok,Solar_Biomass_Production
3662,Montanuniversität Leoben,https://openalex.org/I182712176,AT,education,montanuniversität leoben,Solar_Biomass_Production
3663,Abengoa (Spain),https://openalex.org/I2801963340,ES,funder,abengoa spain,Land_Use_Bioenergy
3664,Bolu Abant İzzet Baysal University,https://openalex.org/I76973811,TR,funder,bolu abant i̇zzet baysal university,Hydropower_Aquatic
3665,Seoul Metropolitan Government,https://openalex.org/I2801402630,KR,government,seoul metropolitan government,Renewable_Energy_General
3666,Parc Científic de la Universitat de València,https://openalex.org/I2801097182,ES,education,parc científic de la universitat de valència,Wind_Energy_Impacts
3667,World Meteorological Organization,https://openalex.org/I1335690228,CH,government,world meteorological organization,Unknown
3668,Methodist University of Piracicaba,https://openalex.org/I4210095520,BR,education,methodist university of piracicaba,Renewable_Energy_General
3669,Universidad Autónoma del Estado de Morelos,https://openalex.org/I884181516,MX,funder,universidad autónoma del estado de morelos,Renewable_Energy_General
3670,Entwicklungszentrum für Schiffstechnik und Transportsysteme,https://openalex.org/I4210105119,DE,facility,entwicklungszentrum für schiffstechnik und transportsysteme,Solar_Biomass_Production
3671,Hospital Universiti Sains Malaysia,https://openalex.org/I4210089400,MY,healthcare,hospital universiti sains malaysia,Renewable_Energy_General
3672,Université Jean Monnet,https://openalex.org/I86767153,FR,education,université jean monnet,Wind_Energy_Impacts
3673,East China Normal University,https://openalex.org/I66867065,CN,funder,east china normal university,Renewable_Energy_General
3674,Shanghai Normal University,https://openalex.org/I21945476,CN,funder,shanghai normal university,Renewable_Energy_General
3675,Shanxi Agricultural University,https://openalex.org/I119868032,CN,funder,shanxi agricultural university,Renewable_Energy_General
3676,Duke Energy (United States),https://openalex.org/I36194607,US,funder,duke energy united states,Renewable_Energy_General
3677,Whitman College,https://openalex.org/I138943879,US,education,whitman college,Renewable_Energy_General
3678,Royal Veterinary College,https://openalex.org/I133836048,GB,funder,royal veterinary college,Wind_Energy_Impacts
3679,"National Centre of Scientific Research ""Demokritos""",https://openalex.org/I203474044,GR,facility,national centre of scientific research demokritos,Wind_Energy_Impacts
3680,Gulbarga University,https://openalex.org/I201958307,IN,education,gulbarga university,Solar_Biomass_Production
3681,Transylvania University of Brașov,https://openalex.org/I3123573182,RO,funder,transylvania university of brașov,Renewable_Energy_General
3682,Centro Nacional de Monitoramento e Alertas de Desastres Naturais,https://openalex.org/I4210087047,BR,government,centro nacional de monitoramento e alertas de desastres naturais,Wind_Energy_Impacts
3683,University of Applied Sciences and Arts of Southern Switzerland,https://openalex.org/I15196421,CH,education,university of applied sciences and arts of southern switzerland,Hydropower_Aquatic
3684,Çağ University,https://openalex.org/I32172342,TR,education,çağ university,Renewable_Energy_General
3685,Équipe de Recherche sur les Processus Innovatifs,https://openalex.org/I4387154775,,facility,équipe de recherche sur les processus innovatifs,Renewable_Energy_General
3686,Prairie View A&M University,https://openalex.org/I250520410,US,education,prairie view am university,Renewable_Energy_General
3687,IBM (United States),https://openalex.org/I1341412227,US,funder,ibm united states,Wind_Energy_Impacts
3688,Government of Haryana,https://openalex.org/I2799795791,IN,government,government of haryana,Renewable_Energy_General
3689,Iqra University,https://openalex.org/I188771183,PK,education,iqra university,Renewable_Energy_General
3690,University of Ilorin,https://openalex.org/I134542131,NG,education,university of ilorin,Renewable_Energy_General
3691,Nanchang Institute of Technology,https://openalex.org/I141103825,CN,funder,nanchang institute of technology,Renewable_Energy_General
3692,Hospital da Senhora da Oliveira Guimarães,https://openalex.org/I4210098124,PT,healthcare,hospital da senhora da oliveira guimarães,Renewable_Energy_General
3693,Délégation Normandie,https://openalex.org/I4210139802,FR,government,délégation normandie,Wind_Energy_Impacts
3694,Khulna University,https://openalex.org/I124386471,BD,funder,khulna university,Solar_Biomass_Production
3695,"UMR BIOdiversity, GEnes & Communities",https://openalex.org/I4210139555,FR,facility,umr biodiversity genes communities,Wind_Energy_Impacts
3696,U.S. Vegetable Laboratory,https://openalex.org/I4210161250,US,facility,us vegetable laboratory,Renewable_Energy_General
3697,International Water Management Institute,https://openalex.org/I4210122296,ZA,facility,international water management institute,Renewable_Energy_General
3698,Asia Society,https://openalex.org/I1303253705,US,nonprofit,asia society,Renewable_Energy_General
3699,Sun Pharma Advanced Research (India),https://openalex.org/I4210135484,IN,company,sun pharma advanced research india,Renewable_Energy_General
3700,Max Planck Institute of Biochemistry,https://openalex.org/I4210150093,DE,facility,max planck institute of biochemistry,Renewable_Energy_General
3701,Parallel Consulting (United States),https://openalex.org/I4210131745,US,company,parallel consulting united states,Unknown
3702,University of Carthage,https://openalex.org/I179097149,TN,funder,university of carthage,Renewable_Energy_General
3703,Muğla University,https://openalex.org/I79946792,TR,education,muğla university,Renewable_Energy_General
3704,University of Hyderabad,https://openalex.org/I36893310,IN,funder,university of hyderabad,Renewable_Energy_General
3705,Symbiosis International University,https://openalex.org/I244572783,IN,education,symbiosis international university,Renewable_Energy_General
3706,Pontifícia Universidade Católica do Rio Grande do Sul,https://openalex.org/I45643870,BR,education,pontifícia universidade católica do rio grande do sul,Hydropower_Aquatic
3707,"Sofia University ""St. Kliment Ohridski""",https://openalex.org/I58918642,BG,education,sofia university st kliment ohridski,Renewable_Energy_General
3708,Secretariat of Environment and Natural Resources,https://openalex.org/I2802775521,MX,government,secretariat of environment and natural resources,Wind_Energy_Impacts
3709,Eduardo Mondlane University,https://openalex.org/I16904388,MZ,education,eduardo mondlane university,Renewable_Energy_General
3710,Zone Atelier Moselle,https://openalex.org/I4210109499,FR,facility,zone atelier moselle,Solar_Biomass_Production
3711,Manonmaniam Sundaranar University,https://openalex.org/I182997119,IN,education,manonmaniam sundaranar university,Renewable_Energy_General
3712,University of Bahrain,https://openalex.org/I106663880,BH,funder,university of bahrain,Renewable_Energy_General
3713,Reichman University,https://openalex.org/I138898306,IL,education,reichman university,Renewable_Energy_General
3714,Statkraft (Norway),https://openalex.org/I2802379157,NO,company,statkraft norway,Unknown
3715,Leeds Beckett University,https://openalex.org/I84027002,GB,funder,leeds beckett university,Renewable_Energy_General
3716,Instituto Geológico y Minero de España,https://openalex.org/I2801710774,ES,other,instituto geológico y minero de españa,Renewable_Energy_General
3717,National Insurance Institute of Israel,https://openalex.org/I4210104271,IL,government,national insurance institute of israel,Wind_Energy_Impacts
3718,Université Gustave Eiffel,https://openalex.org/I4210154111,FR,funder,université gustave eiffel,Wind_Energy_Impacts
3719,Forschungszentrum Energiespeichertechnologien,https://openalex.org/I4210103162,DE,facility,forschungszentrum energiespeichertechnologien,Renewable_Energy_General
3720,Saudi Aramco (United States),https://openalex.org/I62856769,US,funder,saudi aramco united states,Solar_Biomass_Production
3721,Fraunhofer Institute for Production Systems and Design Technology,https://openalex.org/I4210148503,DE,facility,fraunhofer institute for production systems and design technology,Renewable_Energy_General
3722,Climate Foundation,https://openalex.org/I4210160990,US,nonprofit,climate foundation,Renewable_Energy_General
3723,Federal Institute for Risk Assessment,https://openalex.org/I2801133538,DE,government,federal institute for risk assessment,Solar_Biomass_Production
3724,Deutsche Gesellschaft für Holzforschung,https://openalex.org/I4210161876,DE,nonprofit,deutsche gesellschaft für holzforschung,Renewable_Energy_General
3725,Dialogik (Germany),https://openalex.org/I4210164227,DE,nonprofit,dialogik germany,Renewable_Energy_General
3726,Arlington Free Clinic,https://openalex.org/I4210166558,US,healthcare,arlington free clinic,Renewable_Energy_General
3727,Boise State University,https://openalex.org/I120156002,US,funder,boise state university,Wind_Energy_Impacts
3728,Climate Analytics,https://openalex.org/I4210124905,DE,nonprofit,climate analytics,Renewable_Energy_General
3729,National Institute of Technology Tiruchirappalli,https://openalex.org/I122964287,IN,education,national institute of technology tiruchirappalli,Renewable_Energy_General
3730,"Nordic Institute for Studies in Innovation, Research and Education",https://openalex.org/I4210128595,NO,nonprofit,nordic institute for studies in innovation research and education,Renewable_Energy_General
3731,Sumitomo Osaka Cement (Japan),https://openalex.org/I4210135426,JP,company,sumitomo osaka cement japan,Renewable_Energy_General
3732,Université de Technologie de Troyes,https://openalex.org/I140494188,FR,funder,université de technologie de troyes,Renewable_Energy_General
3733,University of Abuja,https://openalex.org/I8033065,NG,education,university of abuja,Renewable_Energy_General
3734,University of Sannio,https://openalex.org/I16337185,IT,education,university of sannio,Renewable_Energy_General
3735,Institute for Social Anthropology,https://openalex.org/I4210109128,AT,facility,institute for social anthropology,Renewable_Energy_General
3736,University of West Bohemia,https://openalex.org/I92715842,CZ,funder,university of west bohemia,Renewable_Energy_General
3737,Edison International (United States),https://openalex.org/I87828566,US,company,edison international united states,Renewable_Energy_General
3738,Qaemshahr Islamic Azad University,https://openalex.org/I4210138903,IR,funder,qaemshahr islamic azad university,Renewable_Energy_General
3739,Vidyasagar University,https://openalex.org/I41549804,IN,funder,vidyasagar university,Renewable_Energy_General
