ID,Author,ORCID,OpenAlexAuthorID,NormName,Topic
21114,Xavier Corrales,0000-0002-5257-0529,https://openalex.org/A5081089169,xavier corrales,Renewable_Energy_General
21115,Sebastiaan Mestdagh,0000-0001-7702-0454,https://openalex.org/A5000042192,sebastiaan mestdagh,Wind_Energy_Impacts
21116,Ruth Joy,0000-0002-8382-1175,https://openalex.org/A5091910537,ruth joy,Wind_Energy_Impacts
21117,Torben Kirchgeorg,0000-0002-5253-8318,https://openalex.org/A5034236671,torben kirchgeorg,Renewable_Energy_General
21118,William F. Holmgren,0000-0001-6218-9767,https://openalex.org/A5080835550,william f holmgren,Solar_Biomass_Production
21119,Katharine Ricke,0000-0002-2780-7213,https://openalex.org/A5016570121,katharine ricke,Renewable_Energy_General
21120,Nicole Hansen,0000-0001-5993-6741,https://openalex.org/A5043982259,nicole hansen,Renewable_Energy_General
21121,Marina Piria,0000-0001-6324-9282,https://openalex.org/A5036125065,marina piria,Hydropower_Aquatic
21122,Jennifer Dargin,0000-0002-8725-4403,https://openalex.org/A5002368855,jennifer dargin,Renewable_Energy_General
21123,Lise Klunder,0000-0002-3072-6158,https://openalex.org/A5049472392,lise klunder,Wind_Energy_Impacts
21124,Fatma Lemkecher,0000-0002-1905-5760,https://openalex.org/A5061085603,fatma lemkecher,Renewable_Energy_General
21125,Anoop Kumar Shukla,0000-0002-7052-8287,https://openalex.org/A5036481494,anoop kumar shukla,Renewable_Energy_General
21126,Alejandra Morán‐Ordóñez,0000-0002-5815-6089,https://openalex.org/A5073102661,alejandra moránordóñez,Renewable_Energy_General
21127,Emily C. Kelsey,0000-0002-0107-3530,https://openalex.org/A5082776869,emily c kelsey,Wind_Energy_Impacts
21128,Jérôme Théau,0000-0001-5052-6308,https://openalex.org/A5052566140,jérôme théau,Renewable_Energy_General
21129,Ioan Iordache,,https://openalex.org/A5012752498,ioan iordache,Renewable_Energy_General
21130,Elena‐Maria Klopries,0000-0003-4752-6619,https://openalex.org/A5065628537,elenamaria klopries,Hydropower_Aquatic
21131,Barbara J. Downes,,https://openalex.org/A5000825537,barbara j downes,Hydropower_Aquatic
21132,Valentine Muhawenimana,0000-0002-9538-2229,https://openalex.org/A5018220680,valentine muhawenimana,Hydropower_Aquatic
21133,Philip G. Curtis,0000-0003-4958-9947,https://openalex.org/A5079577897,philip g curtis,Renewable_Energy_General
21134,Frank Hanssen,0000-0002-0775-6340,https://openalex.org/A5029511325,frank hanssen,Wind_Energy_Impacts
21135,Tancredi Caruso,0000-0002-3607-9609,https://openalex.org/A5023793911,tancredi caruso,Renewable_Energy_General
21136,Jade E. Keehn,,https://openalex.org/A5011994221,jade e keehn,Renewable_Energy_General
21137,Joshua J. Horns,0000-0002-0602-2900,https://openalex.org/A5004653776,joshua j horns,Wind_Energy_Impacts
21138,Silpa Kaza,,https://openalex.org/A5030123197,silpa kaza,Renewable_Energy_General
21139,Jonathon J. Valente,0000-0002-6519-3523,https://openalex.org/A5026419899,jonathon j valente,Renewable_Energy_General
21140,Anonim Anonim,,https://openalex.org/A5079592571,anonim anonim,Renewable_Energy_General
21141,Xiangrui Xu,0000-0002-9711-9731,https://openalex.org/A5004366253,xiangrui xu,Renewable_Energy_General
21142,Francisco Carrasco,,https://openalex.org/A5054914749,francisco carrasco,Solar_Biomass_Production
21143,S.H. Light,0000-0002-8074-1348,https://openalex.org/A5039646991,sh light,Renewable_Energy_General
21144,Samiran Banerjee,0000-0002-1402-0171,https://openalex.org/A5016620819,samiran banerjee,Solar_Biomass_Production
21145,Elke Visser,,https://openalex.org/A5003671310,elke visser,Renewable_Energy_General
21146,Alessandro Ranzani,,https://openalex.org/A5050831245,alessandro ranzani,Renewable_Energy_General
21147,Shiming Tang,0000-0002-0234-6721,https://openalex.org/A5029286255,shiming tang,Land_Use_Bioenergy
21148,Dace Lauka,0000-0002-0267-0580,https://openalex.org/A5037897204,dace lauka,Renewable_Energy_General
21149,Christian Haas,0009-0004-2036-9128,https://openalex.org/A5075455174,christian haas,Renewable_Energy_General
21150,Steve Z. Y. Foong,0000-0002-7650-0728,https://openalex.org/A5090210383,steve z y foong,Renewable_Energy_General
21151,Shiying Yang,0000-0002-5785-5240,https://openalex.org/A5023929407,shiying yang,Renewable_Energy_General
21152,Robert A. Irving,,https://openalex.org/A5108467105,robert a irving,Wind_Energy_Impacts
21153,James Gunnar Groesbeck,,https://openalex.org/A5016133658,james gunnar groesbeck,Renewable_Energy_General
21154,Thanos Dailianis,0000-0002-4102-9331,https://openalex.org/A5023513695,thanos dailianis,Wind_Energy_Impacts
21155,Aiping Yang,0000-0002-4469-2702,https://openalex.org/A5012919056,aiping yang,Wind_Energy_Impacts
21156,Noelia S. Bedoya-Perales,0000-0002-9213-7076,https://openalex.org/A5064180036,noelia s bedoya-perales,Renewable_Energy_General
21157,Brett D. Pflugrath,0000-0002-2874-4736,https://openalex.org/A5019452356,brett d pflugrath,Hydropower_Aquatic
21158,Moon‐Kyung Kim,,https://openalex.org/A5024888904,moonkyung kim,Renewable_Energy_General
21159,Zachary Radford,0000-0002-6820-5913,https://openalex.org/A5076260108,zachary radford,Hydropower_Aquatic
21160,Catarina Frazão Santos,0000-0001-6988-253X,https://openalex.org/A5082931952,catarina frazão santos,Renewable_Energy_General
21161,Divya Panchanathan,0000-0002-3546-2091,https://openalex.org/A5015275968,divya panchanathan,Solar_Biomass_Production
21162,Mohammad Fattahi,0000-0001-7777-4213,https://openalex.org/A5046247850,mohammad fattahi,Renewable_Energy_General
21163,Simon Chollet,0000-0001-5346-5432,https://openalex.org/A5070840107,simon chollet,Solar_Biomass_Production
21164,Neva Goodwin,,https://openalex.org/A5049879849,neva goodwin,Renewable_Energy_General
21165,Renata del Giudice Rodriguez,,https://openalex.org/A5101757526,renata del giudice rodriguez,Renewable_Energy_General
21166,Shahid Ali,0000-0003-0260-488X,https://openalex.org/A5086287608,shahid ali,Renewable_Energy_General
21167,Charles A. Martin,0000-0003-3185-4634,https://openalex.org/A5001441268,charles a martin,Renewable_Energy_General
21168,Dariusz Danielewicz,0000-0003-4703-5051,https://openalex.org/A5085117082,dariusz danielewicz,Renewable_Energy_General
21169,Ruth Chinyere Anyanwu,0000-0003-0068-429X,https://openalex.org/A5056590813,ruth chinyere anyanwu,Renewable_Energy_General
21170,Carolanne Vouriot,0000-0003-1846-4586,https://openalex.org/A5090136633,carolanne vouriot,Renewable_Energy_General
21171,Fabio Farinosi,0000-0002-4774-4854,https://openalex.org/A5071897825,fabio farinosi,Renewable_Energy_General
21172,Muhammad Shaaban,0000-0002-2314-7983,https://openalex.org/A5005227158,muhammad shaaban,Renewable_Energy_General
21173,Philip Kibet Langat,0000-0003-0412-4804,https://openalex.org/A5027569254,philip kibet langat,Renewable_Energy_General
21174,A. Kasimati,,https://openalex.org/A5108666148,a kasimati,Renewable_Energy_General
21175,Enze Jin,0000-0002-9276-9882,https://openalex.org/A5014592040,enze jin,Renewable_Energy_General
21176,Lindsay V. Clark,0000-0002-3881-9252,https://openalex.org/A5028089864,lindsay v clark,Solar_Biomass_Production
21177,Clara Amy,,https://openalex.org/A5059307403,clara amy,Solar_Biomass_Production
21178,Mutiara Ayu Sari,,https://openalex.org/A5108645744,mutiara ayu sari,Hydropower_Aquatic
21179,J.C. Kleyheeg-Hartman,,https://openalex.org/A5039896944,jc kleyheeg-hartman,Wind_Energy_Impacts
21180,Simona Crognale,0000-0002-0322-9543,https://openalex.org/A5038321335,simona crognale,Renewable_Energy_General
21181,Ji Zhang,0000-0001-9855-3401,https://openalex.org/A5100705327,ji zhang,Renewable_Energy_General
21182,Ruining Li,0000-0003-1236-0057,https://openalex.org/A5101583547,ruining li,Renewable_Energy_General
21183,Francesc Pardo-Bosch,0000-0001-9532-8508,https://openalex.org/A5046732067,francesc pardo-bosch,Renewable_Energy_General
21184,Alex Saturday,,https://openalex.org/A5080352844,alex saturday,Renewable_Energy_General
21185,Brigitte Vinçon‐Leite,0000-0002-0190-0209,https://openalex.org/A5044361723,brigitte vinçonleite,Renewable_Energy_General
21186,Paula García-Llamas,0000-0003-1351-7853,https://openalex.org/A5039039015,paula garcía-llamas,Renewable_Energy_General
21187,Irene Fortune,,https://openalex.org/A5004568214,irene fortune,Wind_Energy_Impacts
21188,Kyung-Won Jeon,0000-0001-6157-1876,https://openalex.org/A5067933217,kyung-won jeon,Renewable_Energy_General
21189,Roque Rodríguez‐Soalleiro,0000-0001-6914-4748,https://openalex.org/A5029648289,roque rodríguezsoalleiro,Renewable_Energy_General
21190,Şeyma Emeç,0000-0002-4881-7955,https://openalex.org/A5034323100,şeyma emeç,Renewable_Energy_General
21191,Neda Fakhimi,0000-0002-9131-7737,https://openalex.org/A5037082463,neda fakhimi,Renewable_Energy_General
21192,Renate Schubert,,https://openalex.org/A5109356866,renate schubert,Renewable_Energy_General
21193,Andreas Mayer,0000-0002-6975-7082,https://openalex.org/A5101736941,andreas mayer,Renewable_Energy_General
21194,Mohammad Karimi Firozjaei,0000-0002-3060-9162,https://openalex.org/A5005491253,mohammad karimi firozjaei,Renewable_Energy_General
21195,Benjamin Goller,,https://openalex.org/A5023508850,benjamin goller,Wind_Energy_Impacts
21196,Angelica Feurdean,0000-0002-2497-3005,https://openalex.org/A5013685245,angelica feurdean,Renewable_Energy_General
21197,Aaron J. MacKinnon,,https://openalex.org/A5009555382,aaron j mackinnon,Renewable_Energy_General
21198,Dmitry Tarasov,0000-0001-6566-5706,https://openalex.org/A5069514471,dmitry tarasov,Hydropower_Aquatic
21199,John DeCicco,0000-0003-4923-1398,https://openalex.org/A5074268003,john decicco,Renewable_Energy_General
21200,Marc Schmidt,0000-0001-7418-5544,https://openalex.org/A5055316954,marc schmidt,Unknown
21201,Núria Sánchez‐Pantoja,0000-0003-2538-4293,https://openalex.org/A5083443115,núria sánchezpantoja,Renewable_Energy_General
21202,Yukwon Jeon,0000-0001-7050-2274,https://openalex.org/A5063699688,yukwon jeon,Renewable_Energy_General
21203,Karekin D. Esmeryan,0000-0002-4866-1081,https://openalex.org/A5037208776,karekin d esmeryan,Solar_Biomass_Production
21204,Rubaiyet Binte Nazmul,,https://openalex.org/A5009625317,rubaiyet binte nazmul,Renewable_Energy_General
21205,Tihomir Tomić,0000-0003-1979-6590,https://openalex.org/A5088700507,tihomir tomić,Renewable_Energy_General
21206,Tormod Haraldstad,0000-0002-9575-5144,https://openalex.org/A5009096896,tormod haraldstad,Hydropower_Aquatic
21207,Volker Mohrholz,0000-0003-0778-9182,https://openalex.org/A5051683564,volker mohrholz,Hydropower_Aquatic
21208,Camino Fernández de la Hoz,0000-0003-2154-7390,https://openalex.org/A5072668812,camino fernández de la hoz,Renewable_Energy_General
21209,Rachael E. Salcido,,https://openalex.org/A5042790372,rachael e salcido,Renewable_Energy_General
21210,Christopher J. Quarton,0000-0002-8657-1722,https://openalex.org/A5087774887,christopher j quarton,Renewable_Energy_General
21211,Hillary Brown,0000-0002-5753-456X,https://openalex.org/A5060092513,hillary brown,Renewable_Energy_General
21212,Konstantinos P. Tsagarakis,0000-0003-4340-6118,https://openalex.org/A5080977235,konstantinos p tsagarakis,Renewable_Energy_General
21213,Lo Persson,,https://openalex.org/A5024857332,lo persson,Renewable_Energy_General
21214,Pantélis Capros,0000-0002-8463-5729,https://openalex.org/A5041211710,pantélis capros,Renewable_Energy_General
21215,Sally Rouse,0000-0003-0754-4249,https://openalex.org/A5062643528,sally rouse,Wind_Energy_Impacts
21216,Laura Pérez-Sánchez,0000-0002-6772-8456,https://openalex.org/A5084025895,laura pérez-sánchez,Renewable_Energy_General
21217,Eleni Feleki,0000-0002-5383-4442,https://openalex.org/A5066293268,eleni feleki,Wind_Energy_Impacts
21218,Nuno Bento,0000-0002-5923-0666,https://openalex.org/A5039402767,nuno bento,Renewable_Energy_General
21219,Rory Gibb,0000-0002-0965-1649,https://openalex.org/A5078816723,rory gibb,Wind_Energy_Impacts
21220,Gaowen Yang,0000-0001-5154-011X,https://openalex.org/A5088103689,gaowen yang,Solar_Biomass_Production
21221,John Matthew Clancy,0000-0001-8399-8440,https://openalex.org/A5057618146,john matthew clancy,Renewable_Energy_General
21222,Sanne Akerboom,0000-0003-0001-7753,https://openalex.org/A5029260114,sanne akerboom,Wind_Energy_Impacts
21223,Brett P. Murphy,0000-0002-8230-3069,https://openalex.org/A5042735197,brett p murphy,Renewable_Energy_General
21224,Jianming Deng,0000-0003-2432-6307,https://openalex.org/A5053427020,jianming deng,Renewable_Energy_General
21225,Ricardo O. Amoroso,0000-0003-2890-5349,https://openalex.org/A5034215566,ricardo o amoroso,Renewable_Energy_General
21226,Justyna Hachoł,0000-0002-0802-5865,https://openalex.org/A5083720623,justyna hachoł,Hydropower_Aquatic
21227,Yuanyuan Huang,0000-0002-6990-8864,https://openalex.org/A5101781700,yuanyuan huang,Solar_Biomass_Production
21228,Kaylan M. Dance,0000-0001-5052-5364,https://openalex.org/A5015880239,kaylan m dance,Hydropower_Aquatic
21229,Deniz İpekçi,,https://openalex.org/A5050461639,deniz i̇pekçi,Renewable_Energy_General
21230,Susan Gourvenec,0000-0002-2628-7914,https://openalex.org/A5089455319,susan gourvenec,Renewable_Energy_General
21231,Grégoire Meylan,0000-0002-6299-3242,https://openalex.org/A5102024217,grégoire meylan,Renewable_Energy_General
21232,Bathina Chaitanya,0000-0003-0763-8819,https://openalex.org/A5041555217,bathina chaitanya,Renewable_Energy_General
21233,Zhitong Zhao,0000-0003-4554-8515,https://openalex.org/A5086778924,zhitong zhao,Solar_Biomass_Production
21234,James S. Kemp,0000-0002-3025-2845,https://openalex.org/A5041383819,james s kemp,Solar_Biomass_Production
21235,Kim J. Zietlow,,https://openalex.org/A5045890365,kim j zietlow,Renewable_Energy_General
21236,Parthiban Anburajan,0000-0003-3491-5711,https://openalex.org/A5020809662,parthiban anburajan,Renewable_Energy_General
21237,Matthew McLean,0000-0001-6518-6043,https://openalex.org/A5088370328,matthew mclean,Renewable_Energy_General
21238,F. V. A. Souza-Cruz-Buenaga,,https://openalex.org/A5030033113,f v a souza-cruz-buenaga,Renewable_Energy_General
21239,Siti Maimunah,0000-0001-9673-0371,https://openalex.org/A5019039300,siti maimunah,Solar_Biomass_Production
21240,M. Soltani,0000-0002-5377-032X,https://openalex.org/A5102750599,m soltani,Renewable_Energy_General
21241,Marius-Corneliu Marinaș,0000-0003-0297-8208,https://openalex.org/A5010171867,marius-corneliu marinaș,Renewable_Energy_General
21242,Kuryati Kipli,0000-0002-4103-0674,https://openalex.org/A5066128140,kuryati kipli,Renewable_Energy_General
21243,Marcel Herout,,https://openalex.org/A5091156167,marcel herout,Solar_Biomass_Production
21244,Wenjing Liu,0000-0002-9206-8496,https://openalex.org/A5100378299,wenjing liu,Renewable_Energy_General
21245,Thalles Allan Andrade,0000-0002-9602-9187,https://openalex.org/A5030437805,thalles allan andrade,Renewable_Energy_General
21246,Roberto Cazzolla Gatti,0000-0001-5130-8492,https://openalex.org/A5003497366,roberto cazzolla gatti,Solar_Biomass_Production
21247,Martine Hausberger,,https://openalex.org/A5110292415,martine hausberger,Wind_Energy_Impacts
21248,Darío Fernández‐Bellon,0000-0002-8016-6515,https://openalex.org/A5055678107,darío fernándezbellon,Renewable_Energy_General
21249,Elina Virtanen,0000-0001-9702-6677,https://openalex.org/A5082846152,elina virtanen,Wind_Energy_Impacts
21250,Anna Sekrecka-Belniak,0000-0001-9236-2604,https://openalex.org/A5086313042,anna sekrecka-belniak,Renewable_Energy_General
21251,Thiri Shwesin Aung,0000-0002-9262-531X,https://openalex.org/A5020975580,thiri shwesin aung,Renewable_Energy_General
21252,Frank Pennekamp,0000-0003-0679-1045,https://openalex.org/A5037863694,frank pennekamp,Solar_Biomass_Production
21253,Igor Bychkov,0000-0002-1765-0769,https://openalex.org/A5101943176,igor bychkov,Solar_Biomass_Production
21254,Arliss J. Winship,,https://openalex.org/A5006488961,arliss j winship,Wind_Energy_Impacts
21255,Alexander van der Jagt,0000-0002-1365-5765,https://openalex.org/A5004571847,alexander van der jagt,Solar_Biomass_Production
21256,Luka Šafarič,0000-0003-3274-0372,https://openalex.org/A5087324510,luka šafarič,Renewable_Energy_General
21257,Morten Andreas Dahl Larsen,0000-0002-7478-5416,https://openalex.org/A5073844964,morten andreas dahl larsen,Renewable_Energy_General
21258,Indrė Šikšnelytė-Butkienė,0000-0002-0927-4847,https://openalex.org/A5037316430,indrė šikšnelytė-butkienė,Renewable_Energy_General
21259,Jaime Martí-Herrero,0000-0001-5020-1896,https://openalex.org/A5033285741,jaime martí-herrero,Renewable_Energy_General
21260,Giovanna Pisacane,0000-0003-2619-2664,https://openalex.org/A5079159120,giovanna pisacane,Renewable_Energy_General
21261,Yunlong Zhang,0000-0003-1589-6981,https://openalex.org/A5101594845,yunlong zhang,Hydropower_Aquatic
21262,Jiufu Liu,0000-0002-5463-8611,https://openalex.org/A5038539339,jiufu liu,Solar_Biomass_Production
21263,Nael AlQattan,,https://openalex.org/A5040766324,nael alqattan,Hydropower_Aquatic
21264,Bank al-Kuwayt al-Markazī,,https://openalex.org/A5051294300,bank al-kuwayt al-markazī,Renewable_Energy_General
21265,Behzad Esmaeilian,,https://openalex.org/A5088276716,behzad esmaeilian,Renewable_Energy_General
21266,Fevzi Yaşar,0000-0003-3504-9157,https://openalex.org/A5000637404,fevzi yaşar,Renewable_Energy_General
21267,Jory S. Hecht,0000-0002-9485-3332,https://openalex.org/A5042259700,jory s hecht,Hydropower_Aquatic
21268,Javier Lozano‐Parra,0000-0002-7890-9148,https://openalex.org/A5067640450,javier lozanoparra,Renewable_Energy_General
21269,Chin‐Tsan Wang,0000-0003-0989-076X,https://openalex.org/A5073385541,chintsan wang,Renewable_Energy_General
21270,Bernardo V. Beirão,,https://openalex.org/A5056518855,bernardo v beirão,Hydropower_Aquatic
21271,Francisco Vidal Vázquez,0000-0002-5117-4786,https://openalex.org/A5026864792,francisco vidal vázquez,Solar_Biomass_Production
21272,Fabio Salomone,0000-0001-5263-4716,https://openalex.org/A5058814892,fabio salomone,Solar_Biomass_Production
21273,Sadegh Seddighi,0000-0002-1148-1239,https://openalex.org/A5089518380,sadegh seddighi,Solar_Biomass_Production
21274,Weiwei Lü,0000-0003-1361-686X,https://openalex.org/A5016961360,weiwei lü,Renewable_Energy_General
21275,Thomas Ptak,0000-0002-4124-0129,https://openalex.org/A5087824270,thomas ptak,Renewable_Energy_General
21276,Patrick T. Sekoai,0000-0002-9950-6727,https://openalex.org/A5037474451,patrick t sekoai,Renewable_Energy_General
21277,John Aldersey-Williams,0000-0002-1788-9171,https://openalex.org/A5087589857,john aldersey-williams,Hydropower_Aquatic
21278,Alex Opoku,0000-0002-5973-512X,https://openalex.org/A5088875301,alex opoku,Renewable_Energy_General
21279,Mingxue Gao,,https://openalex.org/A5021068105,mingxue gao,Renewable_Energy_General
21280,Bunthern Kim,,https://openalex.org/A5083116924,bunthern kim,Renewable_Energy_General
21281,Faruk Ugranlı,0000-0003-0092-3318,https://openalex.org/A5053460320,faruk ugranlı,Renewable_Energy_General
21282,Rui Shan,0000-0001-8368-3828,https://openalex.org/A5109378097,rui shan,Renewable_Energy_General
21283,Yawen Zheng,0000-0001-6270-9531,https://openalex.org/A5100661218,yawen zheng,Solar_Biomass_Production
21284,Núria Vila-Martínez,0000-0002-6942-9652,https://openalex.org/A5069557518,núria vila-martínez,Hydropower_Aquatic
21285,Rollan C. Geronimo,0000-0002-2843-3030,https://openalex.org/A5005909609,rollan c geronimo,Renewable_Energy_General
21286,Patrick H. Flanagan,0000-0002-8651-5691,https://openalex.org/A5050118475,patrick h flanagan,Hydropower_Aquatic
21287,Aslı Aksoy,0000-0002-2971-2701,https://openalex.org/A5014746774,aslı aksoy,Renewable_Energy_General
21288,A. H. Al‐Badi,,https://openalex.org/A5110639666,a h albadi,Renewable_Energy_General
21289,Wellington Muchero,0000-0002-0200-9856,https://openalex.org/A5088920800,wellington muchero,Solar_Biomass_Production
21290,Sebastian Verhelst,0000-0003-2421-580X,https://openalex.org/A5003719744,sebastian verhelst,Renewable_Energy_General
21291,Tim Schröder,0000-0002-5693-9020,https://openalex.org/A5102810013,tim schröder,Renewable_Energy_General
21292,Wenhan Cao,0000-0002-1165-091X,https://openalex.org/A5002513474,wenhan cao,Hydropower_Aquatic
21293,Maria Thaker,0000-0001-6019-2639,https://openalex.org/A5024588825,maria thaker,Renewable_Energy_General
21294,Adam M. Seward,0000-0001-6887-4546,https://openalex.org/A5026407640,adam m seward,Wind_Energy_Impacts
21295,Carl Zulauf,0000-0002-3059-0828,https://openalex.org/A5077794431,carl zulauf,Land_Use_Bioenergy
21296,Division on Earth,,https://openalex.org/A5103697922,division on earth,Solar_Biomass_Production
21297,O. V. Pylypova,0000-0002-0337-4724,https://openalex.org/A5067229080,o v pylypova,Solar_Biomass_Production
21298,Eva Kerselaers,,https://openalex.org/A5017172397,eva kerselaers,Land_Use_Bioenergy
21299,Jaswinder Singh,0000-0003-3178-0516,https://openalex.org/A5007825669,jaswinder singh,Solar_Biomass_Production
21300,Arkadiusz Nowak,0000-0001-8638-0208,https://openalex.org/A5073092443,arkadiusz nowak,Renewable_Energy_General
21301,Sandeep Kumar Dwivedi,0000-0002-3728-1681,https://openalex.org/A5048989304,sandeep kumar dwivedi,Renewable_Energy_General
21302,Adam O’Toole,0000-0003-4791-6975,https://openalex.org/A5026418962,adam otoole,Renewable_Energy_General
21303,Florian Borgwardt,0000-0002-8974-7834,https://openalex.org/A5077527033,florian borgwardt,Renewable_Energy_General
21304,V.A. Profillidis,,https://openalex.org/A5088217139,va profillidis,Renewable_Energy_General
21305,Gancho T. Slavov,0000-0001-8565-9098,https://openalex.org/A5087487901,gancho t slavov,Solar_Biomass_Production
21306,Vasco Chiteculo,0000-0003-2557-2198,https://openalex.org/A5074739174,vasco chiteculo,Renewable_Energy_General
21307,Fatma KAYAÇETİN,0000-0003-3428-8121,https://openalex.org/A5030157098,fatma kayaçeti̇n,Renewable_Energy_General
21308,S.A. Rincón,,https://openalex.org/A5030252657,sa rincón,Renewable_Energy_General
21309,Julien Raitif,0000-0002-9648-5561,https://openalex.org/A5018460486,julien raitif,Hydropower_Aquatic
21310,Simon Lyster,,https://openalex.org/A5060505279,simon lyster,Renewable_Energy_General
21311,Yiyang Liu,0000-0002-3020-1941,https://openalex.org/A5100729166,yiyang liu,Renewable_Energy_General
21312,Javier Babí Almenar,0000-0001-5980-5899,https://openalex.org/A5044436434,javier babí almenar,Renewable_Energy_General
21313,Arvid Bergsten,0000-0002-5796-7728,https://openalex.org/A5044523141,arvid bergsten,Renewable_Energy_General
21314,Tévécia Ronzon,0000-0001-8554-627X,https://openalex.org/A5028466554,tévécia ronzon,Renewable_Energy_General
21315,Elnaz Hassanpour Adeh,0000-0002-5484-5549,https://openalex.org/A5015120717,elnaz hassanpour adeh,Renewable_Energy_General
21316,Brian P. Kinlan,0000-0001-7736-1726,https://openalex.org/A5057422360,brian p kinlan,Wind_Energy_Impacts
21317,Shelley Welton,,https://openalex.org/A5008764774,shelley welton,Solar_Biomass_Production
21318,Lei Tang,0000-0003-4864-991X,https://openalex.org/A5065129149,lei tang,Renewable_Energy_General
21319,Li Yu,0000-0003-1263-7087,https://openalex.org/A5100766180,li yu,Renewable_Energy_General
21320,Samadhan Yuvraj Bagul,,https://openalex.org/A5113916572,samadhan yuvraj bagul,Renewable_Energy_General
21321,Pauline Kamermans,0000-0003-1555-9491,https://openalex.org/A5061056915,pauline kamermans,Wind_Energy_Impacts
21322,Sami G. A. Flimban,0000-0001-5906-0057,https://openalex.org/A5023839881,sami g a flimban,Renewable_Energy_General
21323,Izabela Piasecka,0000-0003-4028-5146,https://openalex.org/A5021977793,izabela piasecka,Solar_Biomass_Production
21324,Christy S. Meredith,0000-0003-2885-2259,https://openalex.org/A5059174340,christy s meredith,Hydropower_Aquatic
21325,Hylke E. Beck,0000-0003-2553-9566,https://openalex.org/A5057753834,hylke e beck,Solar_Biomass_Production
21326,Thomas R. Fox,,https://openalex.org/A5111555405,thomas r fox,Renewable_Energy_General
21327,Farivar Fazelpour,0000-0001-8709-6348,https://openalex.org/A5042505236,farivar fazelpour,Renewable_Energy_General
21328,J. B. Matthews,0000-0002-6016-7596,https://openalex.org/A5059186732,j b matthews,Renewable_Energy_General
21329,Lucas Meili,0000-0002-0307-8204,https://openalex.org/A5009004307,lucas meili,Renewable_Energy_General
21330,Mahdi Deymi‐Dashtebayaz,0000-0003-2171-5462,https://openalex.org/A5037746450,mahdi deymidashtebayaz,Renewable_Energy_General
21331,Katya Egert-Berg,,https://openalex.org/A5051189145,katya egert-berg,Wind_Energy_Impacts
21332,Pablo Alejandro Hevia Koch,0000-0002-8838-9465,https://openalex.org/A5005375361,pablo alejandro hevia koch,Wind_Energy_Impacts
21333,Xi Wang,0000-0002-9606-5911,https://openalex.org/A5102007060,xi wang,Renewable_Energy_General
21334,Yao Tang,0000-0003-4028-1786,https://openalex.org/A5101623789,yao tang,Renewable_Energy_General
21335,Jayson J. Martinez,0000-0002-0870-5537,https://openalex.org/A5001268908,jayson j martinez,Renewable_Energy_General
21336,Setiari Marwanto,0000-0003-0679-1969,https://openalex.org/A5065424330,setiari marwanto,Renewable_Energy_General
21337,Kamalakanta Sahoo,0000-0002-7763-5296,https://openalex.org/A5085496852,kamalakanta sahoo,Renewable_Energy_General
21338,Cristina García,0000-0001-7970-1245,https://openalex.org/A5079400199,cristina garcía,Hydropower_Aquatic
21339,Emílio F. Moran,0000-0001-5153-545X,https://openalex.org/A5072013741,emílio f moran,Hydropower_Aquatic
21340,Pratiksha Srivastava,0000-0002-0940-1420,https://openalex.org/A5071890020,pratiksha srivastava,Renewable_Energy_General
21341,Chelsea Weirich,0000-0002-2481-4987,https://openalex.org/A5044369011,chelsea weirich,Renewable_Energy_General
21342,William Zappa,0000-0001-6810-7224,https://openalex.org/A5077760020,william zappa,Hydropower_Aquatic
21343,Moisés Pescador,,https://openalex.org/A5036121087,moisés pescador,Wind_Energy_Impacts
21344,Jun Zhang,0000-0003-1846-8915,https://openalex.org/A5022645100,jun zhang,Renewable_Energy_General
21345,Chiara Scaramuzzino,,https://openalex.org/A5057070192,chiara scaramuzzino,Renewable_Energy_General
21346,Alessandro Cassini,0000-0002-7973-6445,https://openalex.org/A5014845634,alessandro cassini,Renewable_Energy_General
21347,Yu Yao,0000-0002-0089-9568,https://openalex.org/A5033082988,yu yao,Hydropower_Aquatic
21348,Yoga Anindito,,https://openalex.org/A5065286013,yoga anindito,Renewable_Energy_General
21349,Liuyong Ding,0000-0002-5490-182X,https://openalex.org/A5073402973,liuyong ding,Renewable_Energy_General
21350,Abhishek Dutt Tripathi,0000-0003-3645-9174,https://openalex.org/A5082925317,abhishek dutt tripathi,Renewable_Energy_General
21351,Kristopher Ray S. Pamintuan,0000-0003-3048-6438,https://openalex.org/A5021646407,kristopher ray s pamintuan,Renewable_Energy_General
21352,Benjamin D. Neece,0000-0001-6404-2128,https://openalex.org/A5086385189,benjamin d neece,Wind_Energy_Impacts
21353,Meng Guo,0000-0001-5856-4018,https://openalex.org/A5011341431,meng guo,Hydropower_Aquatic
21354,Samuel G. Roy,0000-0002-2491-948X,https://openalex.org/A5010681165,samuel g roy,Hydropower_Aquatic
21355,Vicente Gomes,0000-0001-8201-2301,https://openalex.org/A5040179031,vicente gomes,Wind_Energy_Impacts
21356,Nicola Baker,0000-0003-3861-1010,https://openalex.org/A5001105253,nicola baker,Renewable_Energy_General
21357,Hongxue Zhang,0000-0002-6206-0573,https://openalex.org/A5084118920,hongxue zhang,Renewable_Energy_General
21358,Peter J. Bickel,0000-0001-7480-662X,https://openalex.org/A5025311999,peter j bickel,Renewable_Energy_General
